Title	accuracy
all_bucket1	0.6119510439164867
all_bucket2	0.47941176470588237
all_bucket3	0.38711194731890874
all_bucket4	0.34944071588366893
all_bucket5	0.6254295532646048
occupation_bucket1	0.4214876033057851
occupation_bucket2	0.4939759036144578
occupation_bucket3	0.48148148148148145
occupation_bucket4	0.5151515151515151
occupation_bucket5	0.3333333333333333
mother_bucket1	0.0
mother_bucket2	0.358974358974359
mother_bucket3	0.2808988764044944
mother_bucket4	0.25
mother_bucket5	0.37254901960784315
religion_bucket1	0.0
religion_bucket2	0.10185185185185185
religion_bucket3	0.18181818181818182
religion_bucket4	0.3142857142857143
religion_bucket5	0.25
place of birth_bucket1	0.45294117647058824
place of birth_bucket2	0.38580246913580246
place of birth_bucket3	0.390625
place of birth_bucket4	0.4
place of birth_bucket5	0.0
genre_bucket1	0.3300970873786408
genre_bucket2	0.36199095022624433
genre_bucket3	0.28426395939086296
genre_bucket4	0.3176470588235294
genre_bucket5	0.47619047619047616
father_bucket1	0.23076923076923078
father_bucket2	0.36792452830188677
father_bucket3	0.3961038961038961
father_bucket4	0.3870967741935484
father_bucket5	0.2631578947368421
screenwriter_bucket1	0.32653061224489793
screenwriter_bucket2	0.27839195979899495
screenwriter_bucket3	0.297790585975024
screenwriter_bucket4	0.253781512605042
screenwriter_bucket5	0.24444444444444444
director_bucket1	0.5161290322580645
director_bucket2	0.4885204081632653
director_bucket3	0.40545454545454546
director_bucket4	0.2890995260663507
director_bucket5	0.6111111111111112
producer_bucket1	0.37037037037037035
producer_bucket2	0.40599455040871935
producer_bucket3	0.3375959079283887
producer_bucket4	0.345
producer_bucket5	0.14285714285714285
author_bucket1	0.645320197044335
author_bucket2	0.6659167604049494
author_bucket3	0.6151761517615176
author_bucket4	0.5333333333333333
author_bucket5	0.5833333333333334
composer_bucket1	0.39622641509433965
composer_bucket2	0.37967914438502676
composer_bucket3	0.26173285198555957
composer_bucket4	0.16040955631399317
composer_bucket5	0.40540540540540543
country_bucket1	0.927007299270073
country_bucket2	0.8834688346883469
country_bucket3	0.855072463768116
country_bucket4	0.7692307692307693
country_bucket5	1.0
capital_bucket1	0.7241379310344828
capital_bucket2	0.6545454545454545
capital_bucket3	0.7021276595744681
capital_bucket4	0.6590909090909091
capital_bucket5	0.8904109589041096
capital of_bucket1	0.2
capital of_bucket2	0.24561403508771928
capital of_bucket3	0.27450980392156865
capital of_bucket4	0.5925925925925926
capital of_bucket5	0.7209302325581395
color_bucket1	nan
color_bucket2	1.0
color_bucket3	0.5714285714285714
color_bucket4	0.8
color_bucket5	0.5714285714285714
sport_bucket1	0.917098445595855
sport_bucket2	0.9037656903765691
sport_bucket3	0.8356164383561644
sport_bucket4	0.8461538461538461
sport_bucket5	1.0
