Title	accuracy
all_bucket1	0.6126709863210943
all_bucket2	0.49325259515570935
all_bucket3	0.38287864534336785
all_bucket4	0.35883668903803134
all_bucket5	0.6391752577319587
occupation_bucket1	0.4214876033057851
occupation_bucket2	0.4819277108433735
occupation_bucket3	0.4722222222222222
occupation_bucket4	0.5151515151515151
occupation_bucket5	0.5
mother_bucket1	0.0
mother_bucket2	0.38461538461538464
mother_bucket3	0.2696629213483146
mother_bucket4	0.2159090909090909
mother_bucket5	0.35294117647058826
religion_bucket1	0.0
religion_bucket2	0.10185185185185185
religion_bucket3	0.19480519480519481
religion_bucket4	0.32857142857142857
religion_bucket5	0.25
place of birth_bucket1	0.4588235294117647
place of birth_bucket2	0.36419753086419754
place of birth_bucket3	0.4375
place of birth_bucket4	0.4
place of birth_bucket5	0.0
genre_bucket1	0.36893203883495146
genre_bucket2	0.36199095022624433
genre_bucket3	0.2893401015228426
genre_bucket4	0.36470588235294116
genre_bucket5	0.5714285714285714
father_bucket1	0.15384615384615385
father_bucket2	0.36792452830188677
father_bucket3	0.3961038961038961
father_bucket4	0.3870967741935484
father_bucket5	0.2631578947368421
screenwriter_bucket1	0.3673469387755102
screenwriter_bucket2	0.314572864321608
screenwriter_bucket3	0.28434197886647455
screenwriter_bucket4	0.24201680672268908
screenwriter_bucket5	0.24444444444444444
director_bucket1	0.6559139784946236
director_bucket2	0.5586734693877551
director_bucket3	0.44363636363636366
director_bucket4	0.3412322274881517
director_bucket5	0.5555555555555556
producer_bucket1	0.4444444444444444
producer_bucket2	0.4032697547683924
producer_bucket3	0.3069053708439898
producer_bucket4	0.315
producer_bucket5	0.23809523809523808
author_bucket1	0.6403940886699507
author_bucket2	0.6951631046119235
author_bucket3	0.6233062330623306
author_bucket4	0.5333333333333333
author_bucket5	0.5833333333333334
composer_bucket1	0.39622641509433965
composer_bucket2	0.38235294117647056
composer_bucket3	0.2779783393501805
composer_bucket4	0.16723549488054607
composer_bucket5	0.43243243243243246
country_bucket1	0.8868613138686131
country_bucket2	0.7859078590785907
country_bucket3	0.8115942028985508
country_bucket4	0.7435897435897436
country_bucket5	1.0
capital_bucket1	0.6551724137931034
capital_bucket2	0.6454545454545455
capital_bucket3	0.5886524822695035
capital_bucket4	0.7045454545454546
capital_bucket5	0.9041095890410958
capital of_bucket1	0.2
capital of_bucket2	0.24561403508771928
capital of_bucket3	0.23529411764705882
capital of_bucket4	0.5925925925925926
capital of_bucket5	0.7325581395348837
color_bucket1	nan
color_bucket2	1.0
color_bucket3	0.5714285714285714
color_bucket4	0.8
color_bucket5	0.5714285714285714
sport_bucket1	0.917098445595855
sport_bucket2	0.895397489539749
sport_bucket3	0.7945205479452054
sport_bucket4	0.8461538461538461
sport_bucket5	1.0
